num_parts,num_edges,avg_degree,density,avg_edge_weight,set_num
26,325,25.0,1.0,0.4107692307692308,00-1
8,28,7.0,1.0,0.6785714285714286,0011-2
6,15,5.0,1.0,0.6333333333333333,0012-1
6,15,5.0,1.0,0.6333333333333333,0013-1
6,15,5.0,1.0,0.7533333333333334,0014-1
8,28,7.0,1.0,0.6178571428571429,0015-1
8,28,7.0,1.0,0.7142857142857143,0016-1
38,703,37.0,1.0,0.2927453769559033,00-2
31,465,30.0,1.0,0.32,00-3
39,741,38.0,1.0,0.3026990553306343,00-4
5,10,4.0,1.0,1.15,005-1
5,10,4.0,1.0,1.15,010-1
6,15,5.0,1.0,1.2,010-3
13,78,12.0,1.0,0.491025641025641,011-1
11,55,10.0,1.0,0.6818181818181818,022-1
30,435,29.0,1.0,0.22666666666666666,03093-1
17,136,16.0,1.0,0.5014705882352941,033-2
22,231,21.0,1.0,0.5134199134199134,044-1
23,253,22.0,1.0,0.5272727272727273,055-2
29,406,28.0,1.0,0.4,066-1
57,1596,56.0,1.0,0.2570175438596491,080-1
46,1035,45.0,1.0,0.28792270531400965,088-1
80,3160,79.0,1.0,0.27889240506329116,10000-1
129,8256,128.0,1.0,0.24714147286821705,10001-1
53,1378,52.0,1.0,0.30805515239477504,10002-1
1,0,0.0,0.0,0.0,10003-1
1,0,0.0,0.0,0.0,10004-1
1,0,0.0,0.0,0.0,10005-1
1,0,0.0,0.0,0.0,10006-1
1,0,0.0,0.0,0.0,10007-1
1,0,0.0,0.0,0.0,10008-1
11,55,10.0,1.0,1.5,10009-1
10,45,9.0,1.0,0.6155555555555555,100-1
11,55,10.0,1.0,1.5,10010-1
17,136,16.0,1.0,1.5,10011-1
17,136,16.0,1.0,1.5,10012-1
26,325,25.0,1.0,0.3547692307692308,10013-1
47,1081,46.0,1.0,0.30832562442183165,10014-1
35,595,34.0,1.0,0.29445378151260504,10015-1
33,528,32.0,1.0,0.2820075757575758,10016-1
41,820,40.0,1.0,0.3018292682926829,10017-1
59,1711,58.0,1.0,0.4742840444184687,10018-1
164,13366,163.0,1.0,0.24881789615442168,10019-1
9,36,8.0,1.0,0.6166666666666667,100-2
83,3403,82.0,1.0,0.2543637966500147,10020-1
86,3655,85.0,1.0,0.2513543091655267,10020-2
56,1540,55.0,1.0,0.349025974025974,10021-1
62,1891,61.0,1.0,0.2700687466948704,10022-1
45,990,44.0,1.0,0.27121212121212124,10023-1
139,9591,138.0,1.0,0.26354916067146283,10024-1
56,1540,55.0,1.0,0.2950649350649351,10025-1
71,2485,70.0,1.0,0.26100603621730384,10026-1
129,8256,128.0,1.0,0.221875,10027-1
100,4950,99.0,1.0,0.2625454545454545,10029-1
160,12720,159.0,1.0,0.292688679245283,10030-1
68,2278,67.0,1.0,0.25188762071992976,10036-1
62,1891,61.0,1.0,0.2619777895293496,10037-1
85,3570,84.0,1.0,0.32089635854341736,10039-1
149,11026,148.0,1.0,0.25898784690730997,10040-1
104,5356,103.0,1.0,0.21889469753547425,10041-1
6,15,5.0,1.0,0.6666666666666666,10042-1
1,0,0.0,0.0,0.0,10043-1
6,15,5.0,1.0,1.1,10044-1
3,3,2.0,1.0,0.5666666666666667,10045-1
3,3,2.0,1.0,1.5,10046-1
2,1,1.0,1.0,0.5,10047-1
9,36,8.0,1.0,0.7472222222222222,10048-1
7,21,6.0,1.0,0.6428571428571429,10049-1
4,6,3.0,1.0,1.5,10050-1
1,0,0.0,0.0,0.0,10051-1
3,3,2.0,1.0,1.5,10053-1
2,1,1.0,1.0,1.5,10054-1
2,1,1.0,1.0,1.5,10055-1
6,15,5.0,1.0,1.5,10056-1
6,15,5.0,1.0,1.5,10057-1
6,15,5.0,1.0,1.5,10058-1
6,15,5.0,1.0,1.5,10059-1
6,15,5.0,1.0,1.5,10060-1
8,28,7.0,1.0,1.5,10061-1
8,28,7.0,1.0,1.5,10062-1
8,28,7.0,1.0,1.5,10063-1
8,28,7.0,1.0,1.5,10064-1
8,28,7.0,1.0,1.5,10065-1
34,561,33.0,1.0,0.7784313725490196,10066-1
23,253,22.0,1.0,0.815810276679842,10067-1
15,105,14.0,1.0,0.2895238095238095,10068-1
7,21,6.0,1.0,0.5,10069-1
14,91,13.0,1.0,0.5923076923076923,10070-1
14,91,13.0,1.0,0.47252747252747246,10071-1
28,378,27.0,1.0,1.2587301587301587,10072-1
14,91,13.0,1.0,0.8912087912087912,10073-1
28,378,27.0,1.0,0.8058201058201059,10074-1
14,91,13.0,1.0,0.2230769230769231,10075-1
20,190,19.0,1.0,0.9094736842105263,10076-1
9,36,8.0,1.0,0.47777777777777775,10077-1
1,0,0.0,0.0,0.0,10078-1
17,136,16.0,1.0,0.37720588235294117,10079-1
15,105,14.0,1.0,0.41238095238095235,10080-1
19,171,18.0,1.0,1.064327485380117,10081-1
16,120,15.0,1.0,1.1041666666666667,10082-1
16,120,15.0,1.0,1.0916666666666666,10083-1
23,253,22.0,1.0,0.38577075098814234,10090-1
6,15,5.0,1.0,1.0066666666666666,10106-1
1,0,0.0,0.0,0.0,101-1
1,0,0.0,0.0,0.0,10111-1
1,0,0.0,0.0,0.0,10112-1
1,0,0.0,0.0,0.0,10113-1
1,0,0.0,0.0,0.0,10114-1
1,0,0.0,0.0,0.0,10115-1
14,91,13.0,1.0,1.164835164835165,10116-1
15,105,14.0,1.0,1.0857142857142856,10117-1
15,105,14.0,1.0,1.0571428571428572,10118-1
8,28,7.0,1.0,0.9714285714285714,10121-1
156,12090,155.0,1.0,0.22632754342431763,10123-1
95,4465,94.0,1.0,0.24425531914893614,10124-1
27,351,26.0,1.0,0.3264957264957265,10127-1
108,5778,107.0,1.0,0.20868812737971615,10128-1
162,13041,161.0,1.0,0.23757380568974773,10129-1
1,0,0.0,0.0,0.0,101-3
94,4371,93.0,1.0,0.2629375428963624,10131-1
138,9453,137.0,1.0,0.20642124193377764,10132-1
66,2145,65.0,1.0,0.24806526806526807,10133-1
171,14535,170.0,1.0,0.2224355005159959,10134-1
117,6786,116.0,1.0,0.261833185971117,10143-1
179,15931,178.0,1.0,0.22177515535747913,10144-1
11,55,10.0,1.0,1.5,10145-1
11,55,10.0,1.0,1.5,10146-1
11,55,10.0,1.0,1.5,10147-1
17,136,16.0,1.0,1.5,10148-1
17,136,16.0,1.0,1.5,10149-1
17,136,16.0,1.0,1.5,10150-1
91,4095,90.0,1.0,0.27575091575091576,10151-1
96,4560,95.0,1.0,0.22846491228070173,10152-1
96,4560,95.0,1.0,0.22517543859649122,10152-2
96,4560,95.0,1.0,0.22846491228070173,10152-3
2,1,1.0,1.0,0.5,10153-1
97,4656,96.0,1.0,0.22635309278350513,10155-1
46,1035,45.0,1.0,0.27864734299516913,10156-1
56,1540,55.0,1.0,0.22045454545454546,10157-1
41,820,40.0,1.0,0.2482926829268293,10158-1
200,19900,199.0,1.0,0.2084070351758794,10159-1
200,19900,199.0,1.0,0.2090854271356784,10159-2
5,10,4.0,1.0,1.5,10160-1
4,6,3.0,1.0,1.5,10161-1
5,10,4.0,1.0,1.5,10162-1
4,6,3.0,1.0,1.5,10163-1
13,78,12.0,1.0,0.3269230769230769,10165-1
14,91,13.0,1.0,0.31868131868131866,10166-1
61,1830,60.0,1.0,0.20961748633879781,10167-1
20,190,19.0,1.0,0.2942105263157895,10168-1
18,153,17.0,1.0,0.30980392156862746,10169-1
47,1081,46.0,1.0,0.28825161887141537,10170-1
137,9316,136.0,1.0,0.2347252039501932,10173-1
155,11935,154.0,1.0,0.2916883116883117,10174-1
130,8385,129.0,1.0,0.29053070960047706,10175-1
181,16290,180.0,1.0,0.22333333333333333,10176-1
105,5460,104.0,1.0,0.2591941391941392,10177-1
163,13203,162.0,1.0,0.27243808225403315,10178-1
245,29890,244.0,1.0,0.26961525593844093,10179-1
73,2628,72.0,1.0,0.3480213089802131,10181-1
123,7503,122.0,1.0,0.20924963347994135,10182-1
119,7021,118.0,1.0,0.3069078478849167,10183-1
210,21945,209.0,1.0,0.19717019822282977,10184-1
178,15753,177.0,1.0,0.21306417825176158,10185-1
138,9453,137.0,1.0,0.2389188617370147,10186-1
115,6555,114.0,1.0,0.2258886346300534,10187-1
315,49455,314.0,1.0,0.2229542007885957,10188-1
120,7140,119.0,1.0,0.29187675070028013,10189-1
124,7626,123.0,1.0,0.21876475216365066,10190-1
124,7626,123.0,1.0,0.24577760293731968,10191-1
113,6328,112.0,1.0,0.26077749683944373,10192-1
188,17578,187.0,1.0,0.2074809420866993,10193-1
147,10731,146.0,1.0,0.23356630323362224,10194-1
208,21528,207.0,1.0,0.21114827201783726,10195-1
167,13861,166.0,1.0,0.18953177981386624,10196-1
194,18721,193.0,1.0,0.2105122589605256,10197-1
162,13041,161.0,1.0,0.23337934207499425,10198-1
168,14028,167.0,1.0,0.19219418306244654,10199-1
18,153,17.0,1.0,0.41307189542483663,10-2
133,8778,132.0,1.0,0.213442697653224,10200-1
1,0,0.0,0.0,0.0,10201-1
2,1,1.0,1.0,0.5,10202-1
59,1711,58.0,1.0,0.4577440093512566,10205-1
9,36,8.0,1.0,0.4666666666666667,102-1
168,14028,167.0,1.0,0.19550185343598517,10210-1
178,15753,177.0,1.0,0.18996381641592078,10211-1
174,15051,173.0,1.0,0.24624941864327954,10212-1
184,16836,183.0,1.0,0.21401164172012355,10213-1
5,10,4.0,1.0,0.14,10213sup-1
116,6670,115.0,1.0,0.23383808095952024,10214-1
132,8646,131.0,1.0,0.22409206569511914,10215-1
143,10153,142.0,1.0,0.20884467645031027,10216-1
227,25651,226.0,1.0,0.2010759814432186,10217-1
205,20910,204.0,1.0,0.19058823529411767,10218-1
165,13530,164.0,1.0,0.24263118994826313,10219-1
167,13861,166.0,1.0,0.20251064136786667,10220-1
160,12720,159.0,1.0,0.24985849056603776,10221-1
165,13530,164.0,1.0,0.1880561714708056,10222-1
178,15753,177.0,1.0,0.21366088998920843,10223-1
196,19110,195.0,1.0,0.20251177394034536,10224-1
164,13366,163.0,1.0,0.22055962890917252,10225-1
136,9180,135.0,1.0,0.20891067538126362,10226-1
213,22578,212.0,1.0,0.2510629816635663,10227-1
158,12403,157.0,1.0,0.2241957590905426,10228-1
192,18336,191.0,1.0,0.20233420593368237,10229-1
100,4950,99.0,1.0,0.208,10230-1
185,17020,184.0,1.0,0.21225616921269094,10231-1
184,16836,183.0,1.0,0.19870515561891186,10232-1
168,14028,167.0,1.0,0.2205731394354149,10233-1
153,11628,152.0,1.0,0.2273735810113519,10234-1
174,15051,173.0,1.0,0.18732310145505282,10235-1
282,39621,281.0,1.0,0.20270563590015395,10236-1
262,34191,261.0,1.0,0.22652452399754322,10237-1
224,24976,223.0,1.0,0.2141095451633568,10240-1
135,9045,134.0,1.0,0.21333333333333335,10241-1
131,8515,130.0,1.0,0.20766881972988843,10242-1
131,8515,130.0,1.0,0.2020199647680564,10242-2
230,26335,229.0,1.0,0.1978545661666983,10243-1
287,41041,286.0,1.0,0.19503179747082186,10244-1
188,17578,187.0,1.0,0.18405961997951986,10245-1
1,0,0.0,0.0,0.0,1024601-1
245,29890,244.0,1.0,0.1905185680829709,10246-1
220,24090,219.0,1.0,0.19200913242009132,10247-1
172,14706,171.0,1.0,0.23366653066775467,10248-1
189,17766,188.0,1.0,0.18981200045029833,10249-1
61,1830,60.0,1.0,0.2727322404371585,10250-1
246,30135,245.0,1.0,0.20042475526796086,10251-1
159,12561,158.0,1.0,0.22854072128015288,10252-1
147,10731,146.0,1.0,0.21518963749883513,10253-1
195,18915,194.0,1.0,0.18644990748083534,10254-1
329,53956,328.0,1.0,0.18721365557120614,10255-1
281,39340,280.0,1.0,0.18646924250127098,10257-1
1,0,0.0,0.0,0.0,10285-1
1,0,0.0,0.0,0.0,10287-1
40,780,39.0,1.0,0.2447435897435897,1029-1
19,171,18.0,1.0,0.31228070175438594,102A-1
19,171,18.0,1.0,0.30643274853801167,102A-2
2,1,1.0,1.0,1.0,10-3
44,946,43.0,1.0,0.2599365750528541,1030-1
10,45,9.0,1.0,0.4977777777777778,103-1
20,190,19.0,1.0,1.5,1031-1
46,1035,45.0,1.0,0.30328502415458936,1032-1
20,190,19.0,1.0,1.5,1033-1
56,1540,55.0,1.0,0.27032467532467536,1034-1
40,780,39.0,1.0,0.34935897435897434,1038-1
9,36,8.0,1.0,0.5833333333333334,1039-1
1,0,0.0,0.0,0.0,104-1
29,406,28.0,1.0,0.3014778325123153,1045-2
28,378,27.0,1.0,0.32671957671957674,1049-1
24,276,23.0,1.0,1.0434782608695652,10500-1
3,3,2.0,1.0,1.0,10501-1
32,496,31.0,1.0,0.8939516129032259,10504-1
47,1081,46.0,1.0,0.9179463459759483,10505-1
10,45,9.0,1.0,1.1,10506-1
29,406,28.0,1.0,0.9847290640394089,10507-1
57,1596,56.0,1.0,0.9761904761904762,10508-1
13,78,12.0,1.0,1.0320512820512822,10509-1
30,435,29.0,1.0,0.3094252873563218,105-1
17,136,16.0,1.0,0.9375,10510-1
15,105,14.0,1.0,1.0666666666666667,10511-1
16,120,15.0,1.0,1.0291666666666666,10512-1
22,231,21.0,1.0,1.0238095238095237,10513-1
39,741,38.0,1.0,1.0276653171390013,10514-1
24,276,23.0,1.0,1.0271739130434783,10515-1
14,91,13.0,1.0,1.043956043956044,10516-1
18,153,17.0,1.0,1.0392156862745099,10517-1
30,435,29.0,1.0,0.9866666666666668,10518-1
19,171,18.0,1.0,0.43918128654970756,105-2
10,45,9.0,1.0,0.8644444444444445,10520-1
7,21,6.0,1.0,0.7428571428571429,10521-1
9,36,8.0,1.0,1.0,10522-1
18,153,17.0,1.0,0.934640522875817,10524-1
47,1081,46.0,1.0,0.9784458834412582,10525-1
25,300,24.0,1.0,1.02,10526-1
13,78,12.0,1.0,0.9461538461538461,10527-1
15,105,14.0,1.0,0.8085714285714285,10528-1
14,91,13.0,1.0,0.9186813186813187,10529-1
129,8256,128.0,1.0,0.2940528100775194,1053-1
29,406,28.0,1.0,0.8832512315270936,10531-1
24,276,23.0,1.0,0.9510869565217391,10532-1
18,153,17.0,1.0,1.0196078431372548,10538-1
25,300,24.0,1.0,0.9660000000000001,10539-1
52,1326,51.0,1.0,0.25437405731523377,1054-1
29,406,28.0,1.0,0.9275862068965517,10542-1
14,91,13.0,1.0,0.9032967032967033,10543-1
20,190,19.0,1.0,0.9563157894736843,10544-1
34,561,33.0,1.0,1.0597147950089127,10545-1
24,276,23.0,1.0,0.8963768115942028,10546-1
8,28,7.0,1.0,0.6142857142857142,10550-1
25,300,24.0,1.0,1.0433333333333332,10552-1
12,66,11.0,1.0,0.8787878787878788,10553-1
9,36,8.0,1.0,1.0138888888888888,10554-1
20,190,19.0,1.0,1.05,10555-1
36,630,35.0,1.0,1.0420634920634921,10557-1
20,190,19.0,1.0,0.9415789473684211,10558-1
68,2278,67.0,1.0,0.2655399473222125,1056-1
15,105,14.0,1.0,1.0380952380952382,10561-1
24,276,23.0,1.0,1.0452898550724639,10565-1
18,153,17.0,1.0,1.0522875816993464,10566-1
16,120,15.0,1.0,0.9241666666666666,10567-1
10,45,9.0,1.0,1.0444444444444445,10568-1
31,465,30.0,1.0,1.0354838709677419,10569-1
16,120,15.0,1.0,1.0291666666666666,10570-1
23,253,22.0,1.0,0.958498023715415,10571-1
22,231,21.0,1.0,0.9614718614718615,10572-1
18,153,17.0,1.0,1.0392156862745099,10573-1
10,45,9.0,1.0,1.011111111111111,10574-1
19,171,18.0,1.0,1.0263157894736843,10575-1
9,36,8.0,1.0,0.8277777777777778,10576-1
44,946,43.0,1.0,0.9899577167019026,10577-1
11,55,10.0,1.0,1.0363636363636364,10579-1
36,630,35.0,1.0,0.9507936507936507,10580-1
10,45,9.0,1.0,0.8400000000000001,10581-1
26,325,25.0,1.0,0.9175384615384615,10582-1
21,210,20.0,1.0,0.860952380952381,10583-1
41,820,40.0,1.0,0.9534146341463414,10584-1
10,45,9.0,1.0,0.8422222222222222,10585-1
9,36,8.0,1.0,0.7777777777777778,10586-1
30,435,29.0,1.0,0.9496551724137932,10587-1
11,55,10.0,1.0,1.018181818181818,10589-1
19,171,18.0,1.0,0.9543859649122807,10590-1
16,120,15.0,1.0,0.9408333333333334,10591-1
22,231,21.0,1.0,0.9935064935064936,10592-1
36,630,35.0,1.0,1.0219047619047619,10593-1
19,171,18.0,1.0,1.04093567251462,10594-1
31,465,30.0,1.0,0.984731182795699,10595-1
34,561,33.0,1.0,1.0276292335115864,10596-1
23,253,22.0,1.0,1.0276679841897234,10597-1
20,190,19.0,1.0,0.9431578947368422,10599-1
19,171,18.0,1.0,1.023391812865497,10600-1
15,105,14.0,1.0,0.7533333333333333,1060-1
9,36,8.0,1.0,0.8694444444444445,10601-1
25,300,24.0,1.0,0.8933333333333333,10602-1
14,91,13.0,1.0,1.0604395604395604,10603-1
18,153,17.0,1.0,1.022875816993464,10604-1
14,91,13.0,1.0,1.0274725274725274,10605-1
24,276,23.0,1.0,1.0525362318840579,10606-1
12,66,11.0,1.0,1.0833333333333333,10607-1
21,210,20.0,1.0,1.05,10608-1
31,465,30.0,1.0,0.30838709677419357,106-1
1,0,0.0,0.0,0.0,1061-1
12,66,11.0,1.0,1.0303030303030303,10615-1
16,120,15.0,1.0,1.05,10616-1
18,153,17.0,1.0,1.0457516339869282,10617-1
24,276,23.0,1.0,0.9097826086956522,10618-1
43,903,42.0,1.0,0.25559246954595793,1062-1
36,630,35.0,1.0,0.9431746031746031,10622-1
44,946,43.0,1.0,0.4571881606765328,1063-1
39,741,38.0,1.0,0.2692307692307692,1065-1
62,1891,61.0,1.0,0.27514542570068745,10654-1
76,2850,75.0,1.0,0.204140350877193,10655-1
40,780,39.0,1.0,0.18051282051282053,10656-1
64,2016,63.0,1.0,0.17906746031746032,10657-1
53,1378,52.0,1.0,0.1746734397677794,10659-1
41,820,40.0,1.0,0.20158536585365852,10660-1
29,406,28.0,1.0,0.6012315270935961,1066-1
40,780,39.0,1.0,0.19038461538461537,10661-1
41,820,40.0,1.0,0.2679268292682927,10662-1
115,6555,114.0,1.0,0.18880244088482076,10663-1
62,1891,61.0,1.0,0.2856160761501851,10664-1
36,630,35.0,1.0,0.21365079365079365,10665-1
40,780,39.0,1.0,0.20705128205128207,10666-1
61,1830,60.0,1.0,0.18442622950819673,10667-1
61,1830,60.0,1.0,0.193224043715847,10668-1
60,1770,59.0,1.0,0.18152542372881356,10669-1
74,2701,73.0,1.0,0.2582006664198445,1067-1
73,2628,72.0,1.0,0.18885083713850837,10671-1
82,3321,81.0,1.0,0.20255947003914485,10672-1
80,3160,79.0,1.0,0.1943354430379747,10673-1
64,2016,63.0,1.0,0.18025793650793653,10674-1
79,3081,78.0,1.0,0.18523206751054855,10675-1
88,3828,87.0,1.0,0.18853187042842218,10676-1
46,1035,45.0,1.0,0.17082125603864737,10677-1
39,741,38.0,1.0,0.197165991902834,10679-1
53,1378,52.0,1.0,0.1832365747460087,10680-1
15,105,14.0,1.0,0.23904761904761906,1068-1
63,1953,62.0,1.0,0.24541730670762926,10681-1
77,2926,76.0,1.0,0.2439166097060834,10682-1
63,1953,62.0,1.0,0.19262672811059908,10683-1
71,2485,70.0,1.0,0.17396378269617707,10684-1
65,2080,64.0,1.0,0.19625,10685-1
101,5050,100.0,1.0,0.17633663366336633,10686-1
88,3828,87.0,1.0,0.1878787878787879,10687-1
17,136,16.0,1.0,0.2823529411764706,1069-1
71,2485,70.0,1.0,0.1940442655935614,10692-1
32,496,31.0,1.0,0.3159274193548387,10693-1
6,15,5.0,1.0,0.62,10693-1-s1
34,561,33.0,1.0,0.31105169340463457,10694-1
77,2926,76.0,1.0,0.2070745044429255,10695-1
92,4186,91.0,1.0,0.20922121356903967,10696-1
123,7503,122.0,1.0,0.1854858056777289,10697-1
106,5565,105.0,1.0,0.19813117699910154,10698-1
1,0,0.0,0.0,0.0,10699-1
1,0,0.0,0.0,0.0,10700-1
17,136,16.0,1.0,0.21323529411764705,1070-1
1,0,0.0,0.0,0.0,10701-1
101,5050,100.0,1.0,0.19081188118811881,10702-1
85,3570,84.0,1.0,0.21943977591036415,10703-1
121,7260,120.0,1.0,0.19183195592286503,10704-1
100,4950,99.0,1.0,0.19216161616161617,10705-1
29,406,28.0,1.0,0.2357142857142857,10706-1
26,325,25.0,1.0,0.2353846153846154,10707-1
26,325,25.0,1.0,0.22830769230769232,10708-1
31,465,30.0,1.0,0.20150537634408602,10709-1
13,78,12.0,1.0,0.4435897435897436,107-1
47,1081,46.0,1.0,0.2586493987049029,107-2
51,1275,50.0,1.0,0.19333333333333333,10720-1
39,741,38.0,1.0,0.18785425101214578,10721-1
54,1431,53.0,1.0,0.19951083158630328,10722-1
47,1081,46.0,1.0,0.16845513413506016,10723-1
97,4656,96.0,1.0,0.19737972508591065,10724-1
93,4278,92.0,1.0,0.18387096774193548,10725-1
45,990,44.0,1.0,0.18595959595959596,10726-1
71,2485,70.0,1.0,0.182374245472837,10727-1
106,5565,105.0,1.0,0.18052111410601976,10728-1
71,2485,70.0,1.0,0.18056338028169014,10729-1
68,2278,67.0,1.0,0.19846356453028974,10734-1
50,1225,49.0,1.0,0.20081632653061224,10735-1
58,1653,57.0,1.0,0.19497882637628555,10736-1
46,1035,45.0,1.0,0.22917874396135268,10737-1
65,2080,64.0,1.0,0.18629807692307693,10740-1
63,1953,62.0,1.0,0.16984126984126985,10746-1
90,4005,89.0,1.0,0.1837203495630462,10747-1
18,153,17.0,1.0,0.3581699346405229,1075-1
43,903,42.0,1.0,0.22270210409745292,1076-1
8,28,7.0,1.0,0.2535714285714286,1076-10
5,10,4.0,1.0,0.77,1076-11
7,21,6.0,1.0,0.5761904761904761,1076-12
6,15,5.0,1.0,0.41333333333333333,1076-13
7,21,6.0,1.0,0.22857142857142856,1076-14
5,10,4.0,1.0,0.54,1076-15
9,36,8.0,1.0,0.2777777777777778,1076-16
6,15,5.0,1.0,0.19333333333333333,1076-17
9,36,8.0,1.0,0.38333333333333336,1076-18
7,21,6.0,1.0,0.6904761904761905,1076-19
7,21,6.0,1.0,0.2523809523809524,1076-2
6,15,5.0,1.0,0.36,1076-20
7,21,6.0,1.0,0.40476190476190477,1076-21
8,28,7.0,1.0,0.28928571428571426,1076-22
7,21,6.0,1.0,0.4809523809523809,1076-23
9,36,8.0,1.0,0.40555555555555556,1076-24
8,28,7.0,1.0,0.33571428571428574,1076-25
8,28,7.0,1.0,0.3321428571428572,1076-3
7,21,6.0,1.0,0.3523809523809524,1076-4
6,15,5.0,1.0,0.2733333333333334,1076-5
8,28,7.0,1.0,0.19285714285714287,1076-6
8,28,7.0,1.0,0.4857142857142857,1076-7
8,28,7.0,1.0,0.1642857142857143,1076-8
6,15,5.0,1.0,0.2733333333333334,1076-9
17,136,16.0,1.0,0.27941176470588236,1077-1
7,21,6.0,1.0,1.0238095238095237,10801-1
9,36,8.0,1.0,1.0277777777777777,10802-1
19,171,18.0,1.0,0.9719298245614034,10803-1
41,820,40.0,1.0,0.8997560975609755,10804-1
58,1653,57.0,1.0,0.9748941318814277,10805-1
15,105,14.0,1.0,0.6904761904761905,10806-1
11,55,10.0,1.0,1.0272727272727273,10808-1
1,0,0.0,0.0,0.0,108-1
23,253,22.0,1.0,0.9474308300395258,10810-1
17,136,16.0,1.0,0.8227941176470589,10813-1
21,210,20.0,1.0,0.6033333333333334,10814-1
18,153,17.0,1.0,0.573202614379085,10818-1
31,465,30.0,1.0,0.8238709677419354,10820-1
16,120,15.0,1.0,0.8058333333333335,10824-1
16,120,15.0,1.0,0.5916666666666666,10825-1
29,406,28.0,1.0,0.7785714285714286,10827-1
16,120,15.0,1.0,0.9166666666666666,10829-1
20,190,19.0,1.0,0.7073684210526316,10830-1
17,136,16.0,1.0,0.2889705882352941,1083-1
13,78,12.0,1.0,1.0705128205128205,10831-1
14,91,13.0,1.0,0.898901098901099,10847-1
8,28,7.0,1.0,1.1607142857142858,10849-1
5,10,4.0,1.0,1.15,10852-1
16,120,15.0,1.0,0.32416666666666666,1088-1
2,1,1.0,1.0,1.5,1089-1
61,1830,60.0,1.0,0.2953005464480874,1090-1
74,2701,73.0,1.0,0.30074046649389113,1092-1
254,32131,253.0,1.0,0.2180666645918272,10937-1
13,78,12.0,1.0,0.358974358974359,1094-1
19,171,18.0,1.0,0.2584795321637427,1095-1
15,105,14.0,1.0,0.22952380952380955,1096-1
17,136,16.0,1.0,0.2360294117647059,1097-1
15,105,14.0,1.0,0.2752380952380953,1098-1
17,136,16.0,1.0,0.22205882352941175,1099-1
18,153,17.0,1.0,0.3431372549019608,1-10
58,1653,57.0,1.0,0.22347247428917122,1100-1
18,153,17.0,1.0,0.42222222222222217,110-1
1,0,0.0,0.0,0.0,1101-1
1,0,0.0,0.0,0.0,1102-1
1,0,0.0,0.0,0.0,1103-1
11,55,10.0,1.0,0.19454545454545452,1103-2
2,1,1.0,1.0,1.5,1104-1
1,0,0.0,0.0,0.0,1105-1
2,1,1.0,1.0,1.0,1106-1
88,3828,87.0,1.0,0.22988505747126436,1106-2
3,3,2.0,1.0,1.5,1107-1
2,1,1.0,1.0,1.5,1108-1
1,0,0.0,0.0,0.0,1109-1
10,45,9.0,1.0,0.4688888888888889,1-11
2,1,1.0,1.0,1.0,1110-1
32,496,31.0,1.0,0.28024193548387094,111-1
1,0,0.0,0.0,0.0,1111-1
17,136,16.0,1.0,0.4102941176470588,111-2
1,0,0.0,0.0,0.0,1112-1
2,1,1.0,1.0,1.5,1113-1
1,0,0.0,0.0,0.0,1114-1
1,0,0.0,0.0,0.0,1115-1
1,0,0.0,0.0,0.0,1116-1
1,0,0.0,0.0,0.0,1118-1
3,3,2.0,1.0,1.0,1119-1
8,28,7.0,1.0,0.5,11-2
1,0,0.0,0.0,0.0,1120-1
37,666,36.0,1.0,0.2734234234234234,112-1
7,21,6.0,1.0,0.47619047619047616,1121-1
20,190,19.0,1.0,0.32894736842105265,112-2
2,1,1.0,1.0,1.5,1122-1
4,6,3.0,1.0,0.5666666666666667,1123-1
3,3,2.0,1.0,0.5333333333333333,1124-1
3,3,2.0,1.0,0.5666666666666667,1125-1
1,0,0.0,0.0,0.0,1126-1
15,105,14.0,1.0,0.2895238095238095,1127-1
11,55,10.0,1.0,0.2909090909090909,1128-1
1,0,0.0,0.0,0.0,1129-1
14,91,13.0,1.0,0.43956043956043955,1129-2
1,0,0.0,0.0,0.0,11-3
1,0,0.0,0.0,0.0,1130-1
51,1275,50.0,1.0,0.25890196078431377,113-1
2,1,1.0,1.0,1.0,1131-1
33,528,32.0,1.0,0.315530303030303,113-2
2,1,1.0,1.0,1.5,1132-1
2,1,1.0,1.0,1.5,1133-1
2,1,1.0,1.0,1.0,1134-1
2,1,1.0,1.0,1.5,1135-1
3,3,2.0,1.0,1.5,1135-2
2,1,1.0,1.0,1.5,1135-3
3,3,2.0,1.0,0.8333333333333334,1136-1
2,1,1.0,1.0,1.5,1137-1
1,0,0.0,0.0,0.0,1138-1
3,3,2.0,1.0,0.8333333333333334,1139-1
1,0,0.0,0.0,0.0,1140-1
51,1275,50.0,1.0,0.25756862745098036,114-1
1,0,0.0,0.0,0.0,1141-1
17,136,16.0,1.0,0.37426470588235294,114-2
1,0,0.0,0.0,0.0,1142-1
1,0,0.0,0.0,0.0,1143-1
1,0,0.0,0.0,0.0,1144-1
1,0,0.0,0.0,0.0,1145-1
2,1,1.0,1.0,0.1,1146-1
3,3,2.0,1.0,0.4000000000000001,1147-1
2,1,1.0,1.0,1.5,1148-1
13,78,12.0,1.0,0.308974358974359,1149-1
1,0,0.0,0.0,0.0,1149-2
1,0,0.0,0.0,0.0,1150-1
21,210,20.0,1.0,0.43238095238095237,115-1
1,0,0.0,0.0,0.0,1151-1
22,231,21.0,1.0,0.341991341991342,115-2
2,1,1.0,1.0,1.0,1152-1
1,0,0.0,0.0,0.0,1154-1
